t,width,height,point_step,row_step,is_dense,data_len
49.67912745475769,6210,1,48,298080,True,298080
49.7697172164917,6232,1,48,299136,True,299136
49.87437200546265,6168,1,48,296064,True,296064
49.970757246017456,6223,1,48,298704,True,298704
50.086503744125366,6196,1,48,297408,True,297408
50.17000102996826,6269,1,48,300912,True,300912
50.26794958114624,6201,1,48,297648,True,297648
50.37106108665466,6226,1,48,298848,True,298848
50.47341775894165,6165,1,48,295920,True,295920
50.570472955703735,6215,1,48,298320,True,298320
50.66944694519043,6192,1,48,297216,True,297216
50.788705348968506,6229,1,48,298992,True,298992
50.872440814971924,6223,1,48,298704,True,298704
50.969589710235596,6213,1,48,298224,True,298224
51.06782793998718,6211,1,48,298128,True,298128
51.17047715187073,6223,1,48,298704,True,298704
51.274476051330566,6209,1,48,298032,True,298032
51.3783016204834,6248,1,48,299904,True,299904
51.47857189178467,6226,1,48,298848,True,298848
51.57005977630615,6176,1,48,296448,True,296448
51.67655873298645,6199,1,48,297552,True,297552
51.769296169281006,6192,1,48,297216,True,297216
51.87454843521118,6205,1,48,297840,True,297840
51.97905135154724,6236,1,48,299328,True,299328
52.068602323532104,6210,1,48,298080,True,298080
52.18375563621521,6116,1,48,293568,True,293568
52.27066659927368,6277,1,48,301296,True,301296
52.37161588668823,6219,1,48,298512,True,298512
52.485100507736206,6211,1,48,298128,True,298128
52.56943440437317,6262,1,48,300576,True,300576
52.672300815582275,6220,1,48,298560,True,298560
52.7884955406189,6181,1,48,296688,True,296688
52.89560270309448,6200,1,48,297600,True,297600
52.970901012420654,6172,1,48,296256,True,296256
53.068891286849976,6188,1,48,297024,True,297024
53.17121362686157,6256,1,48,300288,True,300288
53.2699921131134,6193,1,48,297264,True,297264
53.37032604217529,6218,1,48,298464,True,298464
53.46800494194031,6259,1,48,300432,True,300432
53.568578243255615,6189,1,48,297072,True,297072
53.67044687271118,6187,1,48,296976,True,296976
53.771915912628174,6211,1,48,298128,True,298128
53.86969017982483,6261,1,48,300528,True,300528
53.96943640708923,6212,1,48,298176,True,298176
54.0719850063324,6214,1,48,298272,True,298272
54.16953659057617,6203,1,48,297744,True,297744
54.268855810165405,6209,1,48,298032,True,298032
54.368797063827515,6224,1,48,298752,True,298752
54.470603227615356,6223,1,48,298704,True,298704
54.56835126876831,6244,1,48,299712,True,299712
54.66867470741272,6170,1,48,296160,True,296160
54.771116733551025,6232,1,48,299136,True,299136
54.8701274394989,6207,1,48,297936,True,297936
54.96878361701965,6209,1,48,298032,True,298032
55.06854200363159,6237,1,48,299376,True,299376
55.170121908187866,6277,1,48,301296,True,301296
55.27086067199707,6229,1,48,298992,True,298992
55.36967158317566,6188,1,48,297024,True,297024
55.470720529556274,6206,1,48,297888,True,297888
55.57026672363281,6189,1,48,297072,True,297072
55.66957640647888,6207,1,48,297936,True,297936
55.769070625305176,6177,1,48,296496,True,296496
55.86921739578247,6239,1,48,299472,True,299472
55.96832013130188,6234,1,48,299232,True,299232
56.07927870750427,6206,1,48,297888,True,297888
56.184043169021606,5890,1,48,282720,True,282720
56.26961851119995,6535,1,48,313680,True,313680
56.37229919433594,6182,1,48,296736,True,296736
56.46893835067749,6215,1,48,298320,True,298320
56.56933045387268,6251,1,48,300048,True,300048
56.6721088886261,6201,1,48,297648,True,297648
